FECHA,NEMO,MONTO,CANTIDAD,PRECIO CIERRE,PRECIO MIN,PRECIO MAX,PRECIO PROM
2016-03-09,TERPEL,0,0,8790,0,0,0
2016-03-09,TGLSC,0,0,44000,0,0,0
2016-03-09,VALINDUSTR,0,0,5500,0,0,0
2016-03-09,VALOREM,861714,1954,460,0,0,441
2016-03-09,VALSIMESA,0,0,1150,0,0,0
2016-03-09,VILLAS,0,0,9500,0,0,0
2016-03-10,AAPL,0,0,325840,0,0,0
2016-03-10,AMZN,0,0,1819320,0,0,0
2016-03-10,BAC,0,0,42840,0,0,0
2016-03-10,BBH,0,0,384400,0,0,0
2016-03-10,BBVACOL,0,0,274,0,0,0
2016-03-10,BCOLOMBIA,3951062020,158071,25200,24480,25300,24995.49
2016-03-10,BIOMAX,0,0,1750,0,0,0
2016-03-10,BMC,0,0,841,0,0,0
2016-03-10,BOGOTA,658165080,11158,58880,58200,59900,58985.94
2016-03-10,BVC,349670729.1,19788949,17.8,17.5,17.8,17.67
2016-03-10,C,0,0,135480,0,0,0
2016-03-10,CARTON,9200000,2000,4600,4600,4600,4600
2016-03-10,CELSIA,1311109810,375372,3495,3410,3520,3492.83
2016-03-10,CEMARGOS,4195305340,394205,10720,10540,10800,10642.45
2016-03-10,CLH,2586817920,218847,11900,11700,11900,11820.21
2016-03-10,CNEC,1857323440,228833,7930,7930,8370,8116.5
2016-03-10,COLTEJER,0,0,1700,0,0,0
2016-03-10,CONCONCRET,208771230,191223,1090,1080,1100,1091.77
2016-03-10,CORFERIAS,0,0,1000,0,0,0
2016-03-10,CORFICOLCF,1459881160,38605,37900,37560,37900,37815.86
2016-03-10,ECOPETROL,25729792180,19242811,1350,1315,1355,1337.11
2016-03-10,EDATEL,0,0,1000,0,0,0
2016-03-10,EEB,557088320,305721,1830,1815,1830,1822.21
2016-03-10,ELCONDOR,313842265,274650,1150,1135,1150,1142.7
2016-03-10,ENKA,0,0,11.3,0,0,0
2016-03-10,EPSA,0,0,9000,0,0,0
2016-03-10,ESTRA,0,0,245,0,0,0
2016-03-10,ETB,513156537,899923,573,567,573,570.22
2016-03-10,EXITO,7164834240,478157,15080,14880,15100,14984.27
2016-03-10,FABRICATO,21953624,1286272,17,17,17,17.07
2016-03-10,FAMILIA,0,0,1100,0,0,0
2016-03-10,GOOGL,0,0,2248720,0,0,0
2016-03-10,GRUPOARGOS,5582880480,315280,17640,17500,17820,17707.69
2016-03-10,GRUPOAVAL,43776395,37816,1170,1150,1170,1157.62
2016-03-10,GRUPOSURA,8561733520,225101,38400,37800,38400,38035.08
2016-03-10,GURU,0,0,68700,0,0,0
2016-03-10,HCOLSEL,4960140000,420000,11775,11775,11848,11809.86
2016-03-10,ICOLCAP,3526967410,270720,13067,13008.5,13091,13028.1
2016-03-10,ISA,10097183360,1228506,8220,8140,8240,8219.08
2016-03-10,ISAGEN,0,0,4000,0,0,0
2016-03-10,JPM,0,0,189960,0,0,0
2016-03-10,MANCEMENTO,0,0,34500,0,0,0
2016-03-10,MINEROS,190694500,78000,2450,2400,2450,2444.8
2016-03-10,NUTRESA,12685365080,498963,25600,25300,25600,25423.46
2016-03-10,OCCIDENTE,2825043000,77408,36500,36000,36500,36495.49
2016-03-10,ODINSA,870000,100,8700,0,0,8700
2016-03-10,PAZRIO,2904587,305746,11,0,0,9.5
2016-03-10,PFAVAL,4859496920,4164914,1175,1160,1175,1166.77
2016-03-10,PFAVH,1073112385,537049,2020,1985,2020,1998.16
2016-03-10,PFBBVACOL,0,0,295,0,0,0
2016-03-10,PFBCOLOM,28793036620,1101277,26400,25660,26760,26145.14
2016-03-10,PFCARPAK,0,0,2350,0,0,0
2016-03-10,PFCEMARGOS,3749488700,373877,10100,9980,10100,10028.67
2016-03-10,PFCORFICOL,0,0,31600,0,0,0
2016-03-10,PFDAVVNDA,2991821840,115685,26180,25640,26180,25861.8
2016-03-10,PFE,0,0,93980,0,0,0
2016-03-10,PFGRUPOARG,1684679480,99959,16880,16780,16900,16853.7
2016-03-10,PFGRUPSURA,7278610020,194977,37660,37120,37660,37330.61
2016-03-10,PFVILLAS,0,0,6000,0,0,0
2016-03-10,PFVILLASCA,0,0,2700,0,0,0
2016-03-10,POPULAR,1446580,3020,489,0,0,479
2016-03-10,PPH,0,0,205100,0,0,0
2016-03-10,PREC,1496120880,592607,2490,2400,2845,2524.64
2016-03-10,PROMIGAS,0,0,4710,0,0,0
2016-03-10,PROTECCION,0,0,100000,0,0,0
2016-03-10,RSX,0,0,49300,0,0,0
2016-03-10,SDIV,0,0,61560,0,0,0
2016-03-10,SOCBOLIVAR,0,0,56500,0,0,0
2016-03-10,TABLEMAC,0,0,12,0,0,0
2016-03-10,TERPEL,57351600,6444,8900,8900,8900,8900
2016-03-10,TGLSC,0,0,44000,0,0,0
2016-03-10,VALINDUSTR,0,0,5500,0,0,0
2016-03-10,VALOREM,0,0,460,0,0,0
2016-03-10,VALSIMESA,0,0,1150,0,0,0
2016-03-10,VILLAS,1022000,114,9500,0,0,8964.91
2016-03-11,AAPL,0,0,325840,0,0,0
2016-03-11,AMZN,0,0,1819320,0,0,0
2016-03-11,BAC,0,0,42840,0,0,0
2016-03-11,BBH,0,0,384400,0,0,0
2016-03-11,BBVACOL,0,0,274,0,0,0
2016-03-11,BCOLOMBIA,10574423720,418052,25400,25000,25500,25294.52
2016-03-11,BIOMAX,0,0,1750,0,0,0
2016-03-11,BMC,0,0,841,0,0,0
2016-03-11,BOGOTA,905764660,15359,59020,58700,59020,58972.89
2016-03-11,BVC,3317528.4,186378,17.8,0,0,17.8
2016-03-11,C,0,0,135480,0,0,0
2016-03-11,CARTON,0,0,4600,0,0,0
2016-03-11,CELSIA,654119760,186608,3535,3485,3550,3505.31
2016-03-11,CEMARGOS,3237357360,303704,10640,10540,10800,10659.58
2016-03-11,CLH,2495024760,207662,12080,11960,12080,12014.84
2016-03-11,CNEC,2656158050,334318,8000,7730,8100,7945
2016-03-11,COLTEJER,0,0,1700,0,0,0
2016-03-11,CONCONCRET,241373005,220517,1095,1090,1100,1094.58
2016-03-11,CORFERIAS,0,0,1000,0,0,0
2016-03-11,CORFICOLCF,309056420,8199,37780,37620,37800,37694.4
2016-03-11,ECOPETROL,21914468775,16091346,1360,1350,1385,1361.88
2016-03-11,EDATEL,0,0,1000,0,0,0
2016-03-11,EEB,15321940,8402,1825,1825,1825,1823.61
2016-03-11,ELCONDOR,240413260,208380,1160,1145,1160,1153.73
2016-03-11,ENKA,0,0,11.3,0,0,0
2016-03-11,EPSA,0,0,9000,0,0,0
2016-03-11,ESTRA,0,0,245,0,0,0
2016-03-11,ETB,119344671,210846,569,565,569,566.03
2016-03-11,EXITO,17439822760,1134885,15660,15000,15760,15367.04
2016-03-11,FABRICATO,3825000,225000,17,0,0,17
2016-03-11,FAMILIA,0,0,1100,0,0,0
2016-03-11,GOOGL,0,0,2248720,0,0,0
2016-03-11,GRUPOARGOS,2352209500,133422,17420,17420,17900,17629.85
2016-03-11,GRUPOAVAL,33607950,29234,1155,1155,1155,1149.62
2016-03-11,GRUPOSURA,8910669200,232461,38480,38200,38480,38331.89
2016-03-11,GURU,0,0,68700,0,0,0
2016-03-11,HCOLSEL,0,0,11775,0,0,0
2016-03-11,ICOLCAP,387221240,29466,13175,13123,13175,13141.29
2016-03-11,ISA,12141900270,1481463,8190,8010,8250,8195.88
2016-03-11,ISAGEN,0,0,4000,0,0,0
2016-03-11,JPM,0,0,189960,0,0,0
2016-03-11,MANCEMENTO,0,0,34500,0,0,0
2016-03-11,MINEROS,29604825,12380,2440,2355,2440,2391.34
2016-03-11,NUTRESA,2734202720,107754,25320,25320,25500,25374.49
2016-03-11,OCCIDENTE,0,0,36500,0,0,0
2016-03-11,ODINSA,0,0,8700,0,0,0
2016-03-11,PAZRIO,0,0,11,0,0,0
2016-03-11,PFAVAL,1276238750,1090631,1175,1165,1175,1170.18
2016-03-11,PFAVH,783527000,393190,1995,1980,2020,1992.74
2016-03-11,PFBBVACOL,0,0,295,0,0,0
2016-03-11,PFBCOLOM,32063112800,1196134,26800,26200,26980,26805.62
2016-03-11,PFCARPAK,206499850,84773,2430,2400,2505,2435.92
2016-03-11,PFCEMARGOS,2081879980,207425,10000,9980,10120,10036.78
2016-03-11,PFCORFICOL,24804000,780,31800,31800,31800,31800
2016-03-11,PFDAVVNDA,1141729960,43737,26200,25820,26260,26104.44
2016-03-11,PFE,0,0,93980,0,0,0
2016-03-11,PFGRUPOARG,1146441600,68208,16800,16600,16960,16808.02
2016-03-11,PFGRUPSURA,4277263180,113717,37700,37380,37700,37613.23
2016-03-11,PFVILLAS,0,0,6000,0,0,0
2016-03-11,PFVILLASCA,0,0,2700,0,0,0
2016-03-11,POPULAR,0,0,489,0,0,0
2016-03-11,PPH,0,0,205100,0,0,0
2016-03-11,PREC,1763139050,674278,2595,2540,2700,2614.85
2016-03-11,PROMIGAS,0,0,4710,0,0,0
2016-03-11,PROTECCION,0,0,100000,0,0,0
2016-03-11,RSX,0,0,49300,0,0,0
2016-03-11,SDIV,0,0,61560,0,0,0
2016-03-11,SOCBOLIVAR,0,0,56500,0,0,0
2016-03-11,TABLEMAC,58575336710,4648846598,12,0,0,12
2016-03-11,TERPEL,3026000,340,8900,0,0,8900
2016-03-11,TGLSC,0,0,44000,0,0,0
2016-03-11,VALINDUSTR,0,0,5500,0,0,0
2016-03-11,VALOREM,22774767,49604,460,460,460,459.13
2016-03-11,VALSIMESA,0,0,1150,0,0,0
2016-03-11,VILLAS,5000,1,9500,0,0,5000
2016-03-14,AAPL,0,0,323560,0,0,0
2016-03-14,AMZN,0,0,1802320,0,0,0
2016-03-14,BAC,0,0,43640,0,0,0
2016-03-14,BBH,0,0,384400,0,0,0
2016-03-14,BBVACOL,0,0,274,0,0,0
2016-03-14,BCOLOMBIA,209395800,8276,25380,25100,25380,25301.57
2016-03-14,BIOMAX,0,0,1750,0,0,0
2016-03-14,BMC,0,0,841,0,0,0
2016-03-14,BOGOTA,563086740,9454,59860,58360,59860,59560.69
2016-03-14,BVC,21227103.8,1197871,17.8,17.6,17.8,17.72
2016-03-14,C,0,0,136020,0,0,0
2016-03-14,CARTON,0,0,4600,0,0,0
2016-03-14,CELSIA,640866775,179193,3615,3550,3615,3576.41
2016-03-14,CEMARGOS,1003659700,94276,10600,10600,10680,10645.97
2016-03-14,CLH,734416360,61577,12000,11840,12000,11926.8
2016-03-14,CNEC,951156790,120362,7980,7730,8000,7902.47
2016-03-14,COLTEJER,495940,274,1700,0,0,1810
2016-03-14,CONCONCRET,39309155,36180,1080,1080,1090,1086.49
2016-03-14,CORFERIAS,0,0,1000,0,0,0
2016-03-14,CORFICOLCF,704003460,18802,37380,37380,37720,37443.01
2016-03-14,ECOPETROL,7428855255,5575416,1335,1325,1345,1332.43
2016-03-14,EDATEL,0,0,1000,0,0,0
2016-03-14,EEB,97034450,53500,1815,1810,1815,1813.73
2016-03-14,ELCONDOR,14600080,12588,1160,1160,1160,1159.84
2016-03-14,ENKA,0,0,11.3,0,0,0
2016-03-14,EPSA,0,0,9000,0,0,0
2016-03-14,ESTRA,0,0,245,0,0,0
2016-03-14,ETB,164109340,288320,567,567,571,569.19
2016-03-14,EXITO,6452170600,409835,15700,15580,15840,15743.34
2016-03-14,FABRICATO,20060000,1180000,17,17,17,17
2016-03-14,FAMILIA,0,0,1100,0,0,0
2016-03-14,GOOGL,0,0,2299740,0,0,0
2016-03-14,GRUPOARGOS,1284482960,73378,17680,17200,17680,17505.01
2016-03-14,GRUPOAVAL,12592605,10891,1155,1155,1155,1156.24
2016-03-14,GRUPOSURA,3468892280,90838,38360,38000,38500,38187.68
2016-03-14,GURU,0,0,68860,0,0,0
2016-03-14,HCOLSEL,0,0,11775,0,0,0
2016-03-14,ICOLCAP,2616011085,200002,13080,13078.5,13080,13079.92
2016-03-14,ISA,979955730,119796,8190,8100,8200,8180.2
2016-03-14,ISAGEN,0,0,4000,0,0,0
2016-03-14,JPM,0,0,187760,0,0,0
2016-03-14,MANCEMENTO,0,0,34500,0,0,0
2016-03-14,MINEROS,36367505,15191,2400,2365,2400,2394.02
2016-03-14,NUTRESA,1558267840,62007,25220,24960,25280,25130.51
2016-03-14,OCCIDENTE,0,0,36500,0,0,0
2016-03-14,ODINSA,0,0,8700,0,0,0
2016-03-14,PAZRIO,92970.35,15367,11,0,0,6.05
2016-03-14,PFAVAL,3570191565,3032628,1170,1165,1185,1177.26
2016-03-14,PFAVH,618746200,310263,2000,1980,2000,1994.26
2016-03-14,PFBBVACOL,0,0,295,0,0,0
2016-03-14,PFBCOLOM,9761023640,370416,26520,25820,26520,26351.52
2016-03-14,PFCARPAK,18696780,7746,2390,2390,2430,2413.73
2016-03-14,PFCEMARGOS,391168940,39128,10100,9970,10100,9997.16
2016-03-14,PFCORFICOL,0,0,31800,0,0,0
2016-03-14,PFDAVVNDA,282808580,10857,26040,26000,26100,26048.5
2016-03-14,PFE,0,0,96500,0,0,0
2016-03-14,PFGRUPOARG,427852200,25825,16800,16500,16800,16567.36
2016-03-14,PFGRUPSURA,3210925140,85736,37500,37340,37660,37451.31
2016-03-14,PFVILLAS,0,0,6000,0,0,0
2016-03-14,PFVILLASCA,0,0,2700,0,0,0
2016-03-14,POPULAR,0,0,489,0,0,0
2016-03-14,PPH,0,0,205100,0,0,0
2016-03-14,PREC,1232414400,509690,2400,2375,2545,2417.97
2016-03-14,PROMIGAS,0,0,4710,0,0,0
2016-03-14,PROTECCION,0,0,100000,0,0,0
2016-03-14,RSX,0,0,49300,0,0,0
2016-03-14,SDIV,0,0,62840,0,0,0
2016-03-14,SOCBOLIVAR,84693500,1499,56500,56500,56500,56500
2016-03-14,TABLEMAC,0,0,12,0,0,0
2016-03-14,TERPEL,1539700,173,8900,0,0,8900
2016-03-14,TGLSC,0,0,44000,0,0,0
2016-03-14,VALINDUSTR,0,0,5500,0,0,0
2016-03-14,VALOREM,0,0,460,0,0,0
2016-03-14,VALSIMESA,0,0,1150,0,0,0
2016-03-14,VILLAS,0,0,9500,0,0,0
2016-03-15,AAPL,0,0,323560,0,0,0
2016-03-15,AMZN,0,0,1802320,0,0,0
2016-03-15,BAC,0,0,43640,0,0,0
2016-03-15,BBH,0,0,384400,0,0,0
2016-03-15,BBVACOL,0,0,274,0,0,0
2016-03-15,BCOLOMBIA,1985736320,79595,24680,24680,25280,24948
2016-03-15,BIOMAX,0,0,1750,0,0,0
2016-03-15,BMC,0,0,841,0,0,0
2016-03-15,BOGOTA,582815060,9623,61000,59860,61500,60564.8
2016-03-15,BVC,194121628,10908060,17.8,17.8,17.8,17.8
2016-03-15,C,0,0,136020,0,0,0
2016-03-15,CARTON,0,0,4600,0,0,0
2016-03-15,CELSIA,893867060,246269,3670,3590,3675,3629.64
2016-03-15,CEMARGOS,3278715720,306842,10700,10600,10740,10685.36
2016-03-15,CLH,1263631280,105306,12000,11900,12100,11999.61
2016-03-15,CNEC,647465940,84071,7740,7660,7750,7701.42
2016-03-15,COLTEJER,0,0,1700,0,0,0
2016-03-15,CONCONCRET,283829990,263818,1070,1065,1080,1075.86
2016-03-15,CORFERIAS,0,0,1000,0,0,0
2016-03-15,CORFICOLCF,2104281080,56241,37500,37200,37500,37415.43
2016-03-15,ECOPETROL,25613824785,19701904,1285,1270,1330,1300.07
2016-03-15,EDATEL,0,0,1000,0,0,0
2016-03-15,EEB,1067634745,589383,1810,1800,1815,1811.44
2016-03-15,ELCONDOR,135582000,117400,1155,1155,1155,1154.87
2016-03-15,ENKA,0,0,11.3,0,0,0
2016-03-15,EPSA,0,0,9000,0,0,0
2016-03-15,ESTRA,0,0,245,0,0,0
2016-03-15,ETB,746513872,1315438,575,564,575,567.5
2016-03-15,EXITO,9154776280,589877,15440,15420,15680,15519.81
2016-03-15,FABRICATO,39789316,2340548,17,17,17,17
2016-03-15,FAMILIA,0,0,1100,0,0,0
2016-03-15,GOOGL,0,0,2299740,0,0,0
2016-03-15,GRUPOARGOS,5063340600,286994,17700,17500,17700,17642.67
2016-03-15,GRUPOAVAL,31333385,27287,1145,1140,1145,1148.29
2016-03-15,GRUPOSURA,12303616260,324087,37720,37540,38260,37963.93
2016-03-15,GURU,0,0,68860,0,0,0
2016-03-15,HCOLSEL,2963000000,250000,11852,11852,11852,11852
2016-03-15,ICOLCAP,19202315800,1471160,13005,12996,13072,13052.5
2016-03-15,ISA,2988124170,365085,8190,8100,8200,8184.74
2016-03-15,ISAGEN,0,0,4000,0,0,0
2016-03-15,JPM,0,0,187760,0,0,0
2016-03-15,MANCEMENTO,0,0,34500,0,0,0
2016-03-15,MINEROS,347787660,147241,2400,2300,2400,2362.03
2016-03-15,NUTRESA,3709972620,147814,25220,24980,25220,25098.93
2016-03-15,OCCIDENTE,0,0,36500,0,0,0
2016-03-15,ODINSA,0,0,8700,0,0,0
2016-03-15,PAZRIO,4950000,450000,11,0,0,11
2016-03-15,PFAVAL,6270846710,5392909,1165,1150,1170,1162.79
2016-03-15,PFAVH,2071795765,1071201,1940,1880,1980,1934.09
2016-03-15,PFBBVACOL,0,0,295,0,0,0
2016-03-15,PFBCOLOM,23563286520,905471,25900,25700,26320,26023.24
2016-03-15,PFCARPAK,75223950,30180,2505,2400,2505,2492.51
2016-03-15,PFCEMARGOS,2632223370,263241,10000,9960,10060,9999.29
2016-03-15,PFCORFICOL,0,0,31800,0,0,0
2016-03-15,PFDAVVNDA,1629205120,62487,26080,25840,26200,26072.71
2016-03-15,PFE,0,0,96500,0,0,0
2016-03-15,PFGRUPOARG,1901679520,114241,16680,16500,16780,16646.21
2016-03-15,PFGRUPSURA,6722579420,180367,37380,36900,37500,37271.67
2016-03-15,PFVILLAS,0,0,6000,0,0,0
2016-03-15,PFVILLASCA,0,0,2700,0,0,0
2016-03-15,POPULAR,0,0,489,0,0,0
2016-03-15,PPH,0,0,205100,0,0,0
2016-03-15,PREC,855958180,400619,2190,2040,2220,2136.59
2016-03-15,PROMIGAS,0,0,4710,0,0,0
2016-03-15,PROTECCION,0,0,100000,0,0,0
2016-03-15,RSX,0,0,49300,0,0,0
2016-03-15,SDIV,0,0,62840,0,0,0
2016-03-15,SOCBOLIVAR,197750000,3500,56500,56500,56500,56500
2016-03-15,TABLEMAC,11463139.8,909773,12,0,0,0
2016-03-15,TERPEL,2550000000,300000,8500,8500,8500,8500
2016-03-15,TGLSC,22000000,550,40000,40000,40000,40000
2016-03-15,VALINDUSTR,0,0,5500,0,0,0
2016-03-15,VALOREM,0,0,460,0,0,0
2016-03-15,VALSIMESA,0,0,1150,0,0,0
2016-03-15,VILLAS,0,0,9500,0,0,0
2016-03-16,AAPL,0,0,323560,0,0,0
2016-03-16,AMZN,0,0,1802320,0,0,0
2016-03-16,BAC,0,0,43640,0,0,0
2016-03-16,BBH,0,0,384400,0,0,0
2016-03-16,BBVACOL,0,0,274,0,0,0
2016-03-16,BCOLOMBIA,2241860800,93023,24040,23960,24600,24100.07
2016-03-16,BIOMAX,0,0,1750,0,0,0
2016-03-16,BMC,0,0,841,0,0,0
2016-03-16,BOGOTA,737381460,12124,60000,60000,61000,60819.98
2016-03-16,BVC,38130534.3,2149481,17.7,17.7,17.8,17.74
2016-03-16,C,0,0,136020,0,0,0
2016-03-16,CARTON,0,0,4600,0,0,0
2016-03-16,CELSIA,854092200,238173,3590,3555,3650,3586.02
2016-03-16,CEMARGOS,3735244140,348442,10780,10600,10780,10719.84
2016-03-16,CLH,819730420,69225,11960,11700,11960,11841.54
2016-03-16,CNEC,2005715550,248402,8140,7880,8160,8074.47
2016-03-16,COLTEJER,0,0,1700,0,0,0
2016-03-16,CONCONCRET,337448140,314107,1075,1070,1075,1074.31
2016-03-16,CORFERIAS,0,0,1000,0,0,0
2016-03-16,CORFICOLCF,932680960,24906,37500,37200,37500,37448.04
2016-03-16,ECOPETROL,21010508860,15960555,1345,1295,1345,1316.4
2016-03-16,EDATEL,0,0,1000,0,0,0
2016-03-16,EEB,542872705,297852,1830,1815,1830,1822.63
2016-03-16,ELCONDOR,2098615,1849,1155,0,0,1135
2016-03-16,ENKA,7375328.4,664444,11.1,11.1,11.1,11.1
2016-03-16,EPSA,0,0,9000,0,0,0
2016-03-16,ESTRA,0,0,245,0,0,0
2016-03-16,ETB,1100463030,1899098,581,573,582,579.47
2016-03-16,EXITO,18596007860,1206508,15520,15300,15540,15413.08
2016-03-16,FABRICATO,166284000,10145000,16.1,16,16.7,16.39
2016-03-16,FAMILIA,0,0,1100,0,0,0
2016-03-16,GOOGL,0,0,2299740,0,0,0
2016-03-16,GRUPOARGOS,4167237240,234588,17900,17560,17900,17764.07
2016-03-16,GRUPOAVAL,31907810,28237,1130,1130,1130,1130
2016-03-16,GRUPOSURA,8401294740,224873,37700,36480,37720,37360.18
2016-03-16,GURU,0,0,68860,0,0,0
2016-03-16,HCOLSEL,0,0,11852,0,0,0
2016-03-16,ICOLCAP,17526656500,1361050,12930,12848,12930,12877.31
2016-03-16,ISA,2230242060,273255,8180,8070,8200,8161.76
2016-03-16,ISAGEN,48229428275,11862844,4070,4060,4075,4065.59
2016-03-16,JPM,0,0,187760,0,0,0
2016-03-16,MANCEMENTO,0,0,34500,0,0,0
2016-03-16,MINEROS,12400975,5323,2330,2330,2330,2329.7
2016-03-16,NUTRESA,1962504880,78093,25100,24640,25200,25130.36
2016-03-16,OCCIDENTE,0,0,36500,0,0,0
2016-03-16,ODINSA,0,0,8700,0,0,0
2016-03-16,PAZRIO,0,0,11,0,0,0
2016-03-16,PFAVAL,5020882035,4365847,1165,1130,1165,1150.04
2016-03-16,PFAVH,888661325,464476,1915,1905,1925,1913.26
2016-03-16,PFBBVACOL,0,0,295,0,0,0
2016-03-16,PFBCOLOM,21396912200,846557,25400,24980,25660,25275.22
2016-03-16,PFCARPAK,537581020,214204,2510,2505,2510,2509.67
2016-03-16,PFCEMARGOS,1799291000,180111,10000,9920,10000,9989.9
2016-03-16,PFCORFICOL,0,0,31800,0,0,0
2016-03-16,PFDAVVNDA,703087360,27237,25800,25500,25900,25813.69
2016-03-16,PFE,0,0,96500,0,0,0
2016-03-16,PFGRUPOARG,6542669340,392338,16740,16400,16760,16676.1
2016-03-16,PFGRUPSURA,10696949840,292953,36560,36160,37340,36514.22
2016-03-16,PFVILLAS,0,0,6000,0,0,0
2016-03-16,PFVILLASCA,0,0,2700,0,0,0
2016-03-16,POPULAR,0,0,489,0,0,0
2016-03-16,PPH,0,0,205100,0,0,0
2016-03-16,PREC,376562145,172629,2180,2100,2250,2181.34
2016-03-16,PROMIGAS,0,0,4710,0,0,0
2016-03-16,PROTECCION,0,0,100000,0,0,0
2016-03-16,RSX,0,0,49300,0,0,0
2016-03-16,SDIV,0,0,62840,0,0,0
2016-03-16,SOCBOLIVAR,16893500,299,56500,56500,56500,56500
2016-03-16,TABLEMAC,0,0,12,0,0,0
2016-03-16,TERPEL,0,0,8500,0,0,0
2016-03-16,TGLSC,0,0,40000,0,0,0
2016-03-16,VALINDUSTR,0,0,5500,0,0,0
2016-03-16,VALOREM,3146000,7150,460,0,0,440
2016-03-16,VALSIMESA,0,0,1150,0,0,0
2016-03-16,VILLAS,60000,12,9500,0,0,5000
2016-03-17,AAPL,0,0,323560,0,0,0
2016-03-17,AMZN,0,0,1802320,0,0,0
2016-03-17,BAC,0,0,43640,0,0,0
2016-03-17,BBH,0,0,384400,0,0,0
2016-03-17,BBVACOL,0,0,274,0,0,0
2016-03-17,BCOLOMBIA,1752162600,71880,24400,24200,24660,24376.22
2016-03-17,BIOMAX,0,0,1750,0,0,0
2016-03-17,BMC,0,0,841,0,0,0
2016-03-17,BOGOTA,2088904080,34491,60560,60560,60600,60563.74
2016-03-17,BVC,167069541.7,9445798,17.7,17.6,17.7,17.69
2016-03-17,C,0,0,136020,0,0,0
2016-03-17,CARTON,0,0,4600,0,0,0
2016-03-17,CELSIA,1421126530,397379,3540,3540,3600,3576.25
2016-03-17,CEMARGOS,9352044680,869169,10760,10680,10820,10759.75
2016-03-17,CLH,2092012780,175537,11900,11880,11960,11917.79
2016-03-17,CNEC,1286046270,156676,8180,8130,8330,8208.32
2016-03-17,COLTEJER,0,0,1700,0,0,0
2016-03-17,CONCONCRET,230819390,209411,1100,1070,1130,1102.23
2016-03-17,CORFERIAS,0,0,1000,0,0,0
2016-03-17,CORFICOLCF,2275560700,60683,37500,37360,37600,37499.15
2016-03-17,ECOPETROL,22732699580,16562022,1380,1350,1380,1372.58
2016-03-17,EDATEL,0,0,1000,0,0,0
2016-03-17,EEB,996455490,544868,1820,1815,1830,1828.8
2016-03-17,ELCONDOR,18753000,16450,1140,1140,1140,1140
2016-03-17,ENKA,163500000,15000000,10.9,10.9,10.9,10.9
2016-03-17,EPSA,0,0,9000,0,0,0
2016-03-17,ESTRA,0,0,245,0,0,0
2016-03-17,ETB,432947490,746498,581,576,586,579.97
2016-03-17,EXITO,7784450220,491513,15940,15560,16020,15837.73
2016-03-17,FABRICATO,0,0,16.1,0,0,0
2016-03-17,FAMILIA,0,0,1100,0,0,0
2016-03-17,GOOGL,0,0,2299740,0,0,0
2016-03-17,GRUPOARGOS,8984381440,501393,17980,17700,18100,17918.84
2016-03-17,GRUPOAVAL,36011475,31417,1145,1145,1150,1146.24
2016-03-17,GRUPOSURA,30089680560,801442,37800,37180,37800,37544.43
2016-03-17,GURU,0,0,68860,0,0,0
2016-03-17,HCOLSEL,2377400000,200000,11887,11887,11887,11887
2016-03-17,ICOLCAP,13287636709,1017908,13080,12980,13100,13053.87
2016-03-17,ISA,3000434800,365324,8240,8130,8250,8213.08
2016-03-17,ISAGEN,15017642550,3698987,4055,4055,4070,4059.93
2016-03-17,JPM,0,0,187760,0,0,0
2016-03-17,MANCEMENTO,0,0,34500,0,0,0
2016-03-17,MINEROS,2861240,1228,2330,0,0,2330
2016-03-17,NUTRESA,3451428240,137788,25000,24980,25120,25048.83
2016-03-17,OCCIDENTE,0,0,36500,0,0,0
2016-03-17,ODINSA,0,0,8700,0,0,0
2016-03-17,PAZRIO,0,0,11,0,0,0
2016-03-17,PFAVAL,2339457415,2002912,1165,1160,1170,1168.03
2016-03-17,PFAVH,924805375,472856,1975,1920,1975,1955.79
2016-03-17,PFBBVACOL,0,0,295,0,0,0
2016-03-17,PFBCOLOM,16479114320,637613,26020,25320,26040,25845.01
2016-03-17,PFCARPAK,65980160,25713,2585,2520,2595,2566.02
2016-03-17,PFCEMARGOS,9363156130,926403,10100,9940,10140,10107
2016-03-17,PFCORFICOL,0,0,31800,0,0,0
2016-03-17,PFDAVVNDA,2803712300,108361,25880,25520,25900,25873.81
2016-03-17,PFE,0,0,96500,0,0,0
2016-03-17,PFGRUPOARG,6388962660,380832,17000,16640,17140,16776.33
2016-03-17,PFGRUPSURA,26160456160,710770,37100,36680,37140,36805.8
2016-03-17,PFVILLAS,0,0,6000,0,0,0
2016-03-17,PFVILLASCA,0,0,2700,0,0,0
2016-03-17,POPULAR,0,0,489,0,0,0
2016-03-17,PPH,0,0,205100,0,0,0
2016-03-17,PREC,3584979240,1682346,1990,1985,2390,2130.94
2016-03-17,PROMIGAS,0,0,4710,0,0,0
2016-03-17,PROTECCION,0,0,100000,0,0,0
2016-03-17,RSX,0,0,49300,0,0,0
2016-03-17,SDIV,0,0,62840,0,0,0
2016-03-17,SOCBOLIVAR,0,0,56500,0,0,0
2016-03-17,TABLEMAC,0,0,12,0,0,0
2016-03-17,TERPEL,0,0,8500,0,0,0
2016-03-17,TGLSC,0,0,40000,0,0,0
2016-03-17,VALINDUSTR,0,0,5500,0,0,0
2016-03-17,VALOREM,0,0,460,0,0,0
2016-03-17,VALSIMESA,0,0,1150,0,0,0
2016-03-17,VILLAS,0,0,9500,0,0,0
2016-03-18,AAPL,0,0,323560,0,0,0
