fecha,Nemotecnico,MONTO,Cantidad,UltimoPrecio,PRECIOMIN,PRECIOMAX,PRECIOPROM
Jan 04 2016,AAPL,0,0,358200,0
Jan 05 2016,AAPL,0,0,358200,0
Jan 06 2016,AAPL,0,0,358200,0
Jan 07 2016,AAPL,0,0,358200,0
Jan 08 2016,AAPL,161250000,500,322500,322500
Jan 12 2016,AAPL,0,0,323620,0
Jan 13 2016,AAPL,0,0,323620,0
Jan 14 2016,AAPL,0,0,323620,0
Jan 15 2016,AAPL,0,0,323620,0
Jan 18 2016,AAPL,0,0,332160,0
Jan 19 2016,AAPL,0,0,332160,0
Jan 20 2016,AAPL,0,0,332160,0
Jan 21 2016,AAPL,0,0,332160,0
Jan 22 2016,AAPL,0,0,332160,0
Jan 25 2016,AAPL,0,0,321420,0
Jan 26 2016,AAPL,0,0,321420,0
Jan 27 2016,AAPL,0,0,321420,0
Jan 28 2016,AAPL,0,0,321420,0
Jan 29 2016,AAPL,24640000,77,320000,320000
Feb 01 2016,AAPL,0,0,314040,0
Feb 02 2016,AAPL,0,0,314040,0
Feb 03 2016,AAPL,0,0,314040,0
Feb 04 2016,AAPL,0,0,314040,0
Feb 05 2016,AAPL,0,0,314040,0
Feb 08 2016,AAPL,0,0,320760,0
Feb 09 2016,AAPL,0,0,320760,0
Feb 10 2016,AAPL,0,0,320760,0
Feb 11 2016,AAPL,0,0,320760,0
Feb 12 2016,AAPL,0,0,320760,0
Feb 15 2016,AAPL,0,0,319500,0
Feb 16 2016,AAPL,0,0,319500,0
Feb 17 2016,AAPL,0,0,319500,0
Feb 18 2016,AAPL,0,0,319500,0
Feb 19 2016,AAPL,203831000,634,321500,321500
Feb 22 2016,AAPL,0,0,323120,0
Feb 23 2016,AAPL,0,0,323120,0
Feb 24 2016,AAPL,0,0,323120,0
Feb 25 2016,AAPL,0,0,323120,0
Feb 26 2016,AAPL,0,0,323120,0
Feb 29 2016,AAPL,0,0,319880,0
Mar 01 2016,AAPL,0,0,319880,0
Mar 02 2016,AAPL,0,0,319880,0
Mar 03 2016,AAPL,0,0,319880,0
Mar 04 2016,AAPL,0,0,319880,0
Mar 07 2016,AAPL,0,0,325840,0
Mar 08 2016,AAPL,0,0,325840,0
Mar 09 2016,AAPL,0,0,325840,0
Mar 10 2016,AAPL,0,0,325840,0
Mar 11 2016,AAPL,0,0,325840,0
Mar 14 2016,AAPL,0,0,323560,0
Mar 15 2016,AAPL,0,0,323560,0
Mar 16 2016,AAPL,0,0,323560,0
Mar 17 2016,AAPL,0,0,323560,0
Mar 18 2016,AAPL,0,0,323560,0
Mar 22 2016,AAPL,0,0,324700,0
Mar 23 2016,AAPL,0,0,324700,0
Mar 28 2016,AAPL,0,0,323220,0
Mar 29 2016,AAPL,0,0,323220,0
Mar 30 2016,AAPL,0,0,323220,0
Mar 31 2016,AAPL,0,0,323220,0
Apr 01 2016,AAPL,0,0,323220,0
Apr 04 2016,AAPL,0,0,334200,0
Apr 05 2016,AAPL,0,0,334200,0
Apr 06 2016,AAPL,0,0,334200,0
Apr 07 2016,AAPL,0,0,334200,0
Apr 08 2016,AAPL,0,0,334200,0
Apr 11 2016,AAPL,0,0,334260,0
Apr 12 2016,AAPL,0,0,334260,0
Apr 13 2016,AAPL,0,0,334260,0
Apr 14 2016,AAPL,0,0,334260,0
Apr 15 2016,AAPL,0,0,334260,0
Apr 18 2016,AAPL,0,0,329480,0
Apr 19 2016,AAPL,0,0,329480,0
Apr 20 2016,AAPL,0,0,329480,0
Apr 21 2016,AAPL,0,0,329480,0
Apr 22 2016,AAPL,0,0,329480,0
Apr 25 2016,AAPL,0,0,310660,0
Apr 26 2016,AAPL,0,0,310660,0
Apr 27 2016,AAPL,0,0,310660,0
Apr 28 2016,AAPL,0,0,310660,0
Apr 29 2016,AAPL,0,0,310660,0
May 02 2016,AAPL,0,0,267260,0
May 03 2016,AAPL,0,0,267260,0
May 04 2016,AAPL,0,0,267260,0
May 05 2016,AAPL,276200000,1000,276200,276200
May 06 2016,AAPL,563750000,2050,275000,275000
May 10 2016,AAPL,0,0,275560,0
May 11 2016,AAPL,0,0,275560,0
May 12 2016,AAPL,0,0,275560,0
May 13 2016,AAPL,0,0,275560,0
May 16 2016,AAPL,0,0,270100,0
May 17 2016,AAPL,0,0,270100,0
May 18 2016,AAPL,0,0,270100,0
May 19 2016,AAPL,0,0,270100,0
May 20 2016,AAPL,0,0,270100,0
May 23 2016,AAPL,0,0,290220,0
May 24 2016,AAPL,0,0,290220,0
May 25 2016,AAPL,0,0,290220,0
May 26 2016,AAPL,0,0,290220,0
May 27 2016,AAPL,0,0,290220,0
May 31 2016,AAPL,0,0,308000,0
Jun 01 2016,AAPL,0,0,308000,0
Jun 02 2016,AAPL,0,0,308000,0
Jun 03 2016,AAPL,0,0,308000,0
Jun 07 2016,AAPL,0,0,297640,0
Jun 08 2016,AAPL,0,0,297640,0
Jun 09 2016,AAPL,0,0,297640,0
Jun 10 2016,AAPL,0,0,297640,0
Jun 13 2016,AAPL,0,0,293500,0
Jun 14 2016,AAPL,0,0,293500,0
Jun 15 2016,AAPL,0,0,293500,0
Jun 16 2016,AAPL,0,0,293500,0
Jun 17 2016,AAPL,0,0,293500,0
Jun 20 2016,AAPL,0,0,287040,0
Jun 21 2016,AAPL,0,0,287040,0
Jun 22 2016,AAPL,0,0,287040,0
Jun 23 2016,AAPL,0,0,287040,0
Jun 24 2016,AAPL,0,0,287040,0
Jun 27 2016,AAPL,0,0,287040,0
Jun 28 2016,AAPL,0,0,277120,0
Jun 29 2016,AAPL,0,0,277120,0
Jun 30 2016,AAPL,0,0,277120,0
Jul 01 2016,AAPL,0,0,277120,0
Jul 05 2016,AAPL,0,0,279460,0
Jul 06 2016,AAPL,0,0,279460,0
