fecha,Nemotecnico,MONTO,Cantidad,UltimoPrecio,PRECIOMIN,PRECIOMAX,PRECIOPROM
Jan 04 2016,BAC,0,0,56900,0
Jan 05 2016,BAC,0,0,56900,0
Jan 06 2016,BAC,0,0,56900,0
Jan 07 2016,BAC,0,0,56900,0
Jan 08 2016,BAC,50800000,1000,50800,50800
Jan 12 2016,BAC,0,0,50740,0
Jan 13 2016,BAC,0,0,50740,0
Jan 14 2016,BAC,0,0,50740,0
Jan 15 2016,BAC,0,0,50740,0
Jan 18 2016,BAC,0,0,50040,0
Jan 19 2016,BAC,0,0,50040,0
Jan 20 2016,BAC,0,0,50040,0
Jan 21 2016,BAC,0,0,50040,0
Jan 22 2016,BAC,0,0,50040,0
Jan 25 2016,BAC,0,0,44600,0
Jan 26 2016,BAC,0,0,44600,0
Jan 27 2016,BAC,0,0,44600,0
Jan 28 2016,BAC,0,0,44600,0
Jan 29 2016,BAC,0,0,44600,0
Feb 01 2016,BAC,0,0,45160,0
Feb 02 2016,BAC,0,0,45160,0
Feb 03 2016,BAC,0,0,45160,0
Feb 04 2016,BAC,0,0,45160,0
Feb 05 2016,BAC,0,0,45160,0
Feb 08 2016,BAC,0,0,44000,0
Feb 09 2016,BAC,0,0,44000,0
Feb 10 2016,BAC,0,0,44000,0
Feb 11 2016,BAC,0,0,44000,0
Feb 12 2016,BAC,0,0,44000,0
Feb 15 2016,BAC,0,0,38060,0
Feb 16 2016,BAC,0,0,38060,0
Feb 17 2016,BAC,0,0,38060,0
Feb 18 2016,BAC,0,0,38060,0
Feb 19 2016,BAC,0,0,38060,0
Feb 22 2016,BAC,0,0,41080,0
Feb 23 2016,BAC,0,0,41080,0
Feb 24 2016,BAC,0,0,41080,0
Feb 25 2016,BAC,0,0,41080,0
Feb 26 2016,BAC,0,0,41080,0
Feb 29 2016,BAC,0,0,40720,0
Mar 01 2016,BAC,0,0,40720,0
Mar 02 2016,BAC,0,0,40720,0
Mar 03 2016,BAC,0,0,40720,0
Mar 04 2016,BAC,0,0,40720,0
Mar 07 2016,BAC,0,0,42840,0
Mar 08 2016,BAC,0,0,42840,0
Mar 09 2016,BAC,0,0,42840,0
Mar 10 2016,BAC,0,0,42840,0
