fecha,Cantidad,Nemotecnico,Volumen,Ultimo Precio,Variacion%
JUL 18 2016,"18,459,800.00",ECOPETROL ,"25,618,442,090.00","1,390.00",-1.42
JUL 18 2016,"558,057.00",PFGRUPOARG,"10,357,544,640.00","18,560.00",.32
JUL 18 2016,"346,426.00",PFDAVVNDA ,"9,381,800,180.00","27,100.00",.37
JUL 18 2016,"358,542.00",PFBCOLOM  ,"9,312,713,960.00","25,960.00",-.08
JUL 18 2016,"451,522.00",GRUPOARGOS,"8,795,669,200.00","19,500.00",.10
JUL 18 2016,"207,683.00",GRUPOSURA ,"8,281,719,980.00","39,980.00",.45
JUL 18 2016,"793,373.00",ISA       ,"7,191,323,760.00","9,190.00",.66
JUL 18 2016,"255,717.00",NUTRESA   ,"6,556,055,460.00","25,500.00",-.78
JUL 18 2016,"164,728.00",PFGRUPSURA,"6,447,638,780.00","39,200.00",.51
JUL 18 2016,"413,773.00",CEMARGOS  ,"4,927,688,380.00","11,980.00",.34
JUL 18 2016,"3,980,059.00",PFAVAL    ,"4,658,965,635.00","1,170.00",-.85
JUL 18 2016,"324,216.00",PFCEMARGOS,"3,563,206,200.00","11,020.00",-.36
JUL 18 2016,"81,946.00",CORFICOLCF,"3,152,280,120.00","38,500.00",.42
JUL 18 2016,"136,235.00",CLH       ,"1,712,872,060.00","12,700.00",.79
JUL 18 2016,"69,467.00",BCOLOMBIA ,"1,669,559,700.00","24,000.00",-.25
JUL 18 2016,"113,493.00",ICOLCAP   ,"1,542,861,244.00","13,595.00",.41
JUL 18 2016,"271,862.00",ISAGEN    ,"1,072,559,285.00","4,450.00",8.67
JUL 18 2016,"94,348.00",CNEC      ,"897,255,250.00","9,450.00",-2.58
JUL 18 2016,"274,539.00",PFAVH     ,"661,286,500.00","2,395.00",-2.04
JUL 18 2016,"241,842.00",EEB       ,"432,477,120.00","1,805.00",.00
JUL 18 2016,"5,429.00",BOGOTA    ,"315,858,200.00","59,000.00",.68
JUL 18 2016,"205,244.00",ELCONDOR  ,"236,293,600.00","1,160.00",.87
JUL 18 2016,"182,664.00",ETB       ,"109,022,969.00",596.00,-.67
JUL 18 2016,"19,585.00",CELSIA    ,"75,989,800.00","3,880.00",-.13
JUL 18 2016,"1,535,714.00",BVC       ,"28,390,109.00",18.50,.00
JUL 18 2016,"95,513.00",BBVACOL   ,"25,788,510.00",270.00,-3.57
JUL 18 2016,"5,000.00",PROMIGAS  ,"24,550,000.00","4,910.00",.00
JUL 18 2016,"1,300,000.00",ENKA      ,"15,340,000.00",11.80,-1.67
JUL 18 2016,"12,987.00",CONCONCRET,"14,545,440.00","1,120.00",.90
JUL 18 2016,"4,717.00",PFCARPAK  ,"12,878,480.00","2,730.00",.00
JUL 18 2016,"2,000.00",CARTON    ,"12,000,000.00","6,000.00",.00
JUL 18 2016,"736,617.00",FABRICATO ,"11,049,255.00",15.00,.00
JUL 18 2016,"8,140.00",GRUPOAVAL ,"9,472,320.00","1,165.00",.00
JUL 18 2016,"61,000.00",PAZRIO    ,"445,300.00",8.00,.00
